ID,Premise,Hypothesis,Label,Topic,Anno,Anno_Type
3886,Los juegos educativos se presentan en los últimos tiempos como una alternativa a los videojuegos violentos.,No hay procesos similares a la creación de videojuegos.,neutral,3,11,Automated
5425,"Regresó a Barcelona el 20 o 23 de diciembre (según distintas fuentes) con Casagemas, al que Picasso llevó consigo a celebrar el fin de año en Málaga.","Pablo R. Picasso no estuvo solo en fin de año, sino que sufrió la compañía de Casagemas.",neutral,1,6,Rewrite
2678,La Unión Europea (UE) es una comunidad política de derecho constituida en régimen sui géneris de organización internacional nacida para propiciar y acoger la integración y gobernanza en común de los Estados y los pueblos de Europa.,La Unión Europea es un régimen totalitario. ,cnt,5,4,Generate
6610,"Durante este tiempo, la Unión Soviética firmó tratados de amistad y de cooperación con un buen número de países no socialistas, especialmente del tercer mundo o pertenecientes al movimiento de los no aliados como la India y Egipto.",La Unión Soviética mantuvo la política exterior por haber firmado tratados de amistad y de cooperación con países del tercer mundo.,ent,6,6,Rewrite
3429,"Hacia finales de septiembre vuelve a París con Eva para recoger sus pertenencias y mudarse al nuevo estudio , donde se instalan el primero de octubre .",Las vistas de Cataluña no coincidían con las ideas del pintor malagueño.,neutral,1,13,Automated
2483,También el Tratado institucionaliza la militarización de los Estados miembros en cuanto que afirma que «[l]os Estados miembros se comprometen a mejorar progresivamente sus capacidades militares».,"Hasta la fecha, no hay ningún tratado que mencione la militarización de los Estados miembros, de manera que es una competencia que cada país debe gestionar de forma independiente.",cnt,5,1,Generate
3464,"» Durante la primavera de 1907 Picasso conoció , a través de Apollinaire , a Georges Braque , quien tras visitar su estudio manifestó cierta agitación frente a la gran pintura.80",El pintor malagueño nunca fumó opio.,neutral,1,13,Automated
6467,"Hay territorios de los Estados miembros en los que se aplica toda la legislación de la Unión Europea, por lo que su estatus es entonces más próximo al de las regiones ultraperiféricas (RUP), aunque sin tener los fondos estructurales que tienen esos territorios asignados.",Todos los territorios de los Estados miembros tienen el mismo estatus.,cnt,5,7,Rewrite
5177,"El 19 de agosto retornó a La Española para encontrar que la mayoría de los españoles allí asentados estaban descontentos, al sentirse engañados por Colón sobre las riquezas que encontrarían.",Uno de los factores fue que los canales de cable mejoraron.,neutral,2,14,Automated
256,"Picasso, motivado y sensibilizado por la muerte de su amigo Carlos Casagemas, pintó un cuadro que nombró El entierro de Casagemas,​ cuadro alegórico que empezaba a mostrar su paso al período azul.",Carlos Casagemas tiene un cuadro es su nombre pintado por Picasso.,ent,1,10,Generate
2004,"Se realizaron competiciones de patinaje artístico (en 1908 y 1920) y hockey sobre hielo (en 1920) durante la edición de verano, sin embargo, el COI buscó ampliar esta lista de deportes para abarcar otras actividades invernales.",El patinaje artístico y hockey sobre hielo no entran en la lista de dsciplinas olímpicas.,cnt,4,2,Generate
6475,"Uno de los proyectos estrella de la Organización Europea para la Investigación Nuclear es el Gran Colisionador de Hadrones,​ sobre el que los científicos e investigadores han puesto grandes expectativas.",El Gran Colisionador de Hadrones es un proyecto americano que ha tenido poco revuelo en el mundo científico.,cnt,5,7,Rewrite
5506,"Los tonos ocre-rojizos son característicos de la más amable época rosa de Picasso, pero la crudeza del cuadro los convierte en agresivos.",Los tonos azules no son característicos de la época rosa de Picasso.,ent,1,7,Rewrite
4922,"A finales de 1950, tuvo lugar una confrontación con China relacionada con el acercamiento de la Unión Soviética a Occidente que Mao Zedong percibió como un acto de revisionismo lo cual condujo a la ruptura Chino-Soviética.","La Unión Soviética fue un país muy diverso étnicamente , con más de 100 grupos étnicos distintos .",neutral,6,12,Automated
4471,"La ampliación más importante de la UE tuvo lugar en mayo de 2004 con diez nuevos estados miembros, en su mayoría procedentes de Europa Central u Oriental, seguida por la adhesión de Bulgaria y Rumanía en enero de 2007.",Las directivas comunitarias pueden afectar a los ciudadanos de un estado si este así lo desea.,neutral,5,11,Automated
6291,"El COI ha sido a menudo criticado por ser una organización afable, con varios miembros vitalicios del comité.",Es innegable que algunos miembros del comité tengan un cargo vitalicio.,ent,4,8,Rewrite
1794,"Durante los juegos, los conflictos entre las ciudades-estado participantes se posponían hasta la finalización de las competiciones deportivas.",Los participantes de las competiciones deportivas podían estar en conflicto.,ent,4,9,Generate
7526,Beatriz Enríquez de Arana no era la esposa de Colón.,Diego era hijo de Cristóbal Colón.,neutral,10,20,Crowd
3899,Éste tratamiento se realiza con el fin de que el paciente pueda regular nuevamente sus actividades cotidianas sin que el uso de videojuegos interfieran en ella.,"Los videojuegos no afecta al rendimiento escolar puede verse afectado según el estudio con niños y adolescentes (Castells y Bofarull, 2002; Bringas, Rodríguez y Herrero, 2008).",neutral,3,11,Automated
5571,El estreno de Mercure el 18 de junio en el Théâtre de la Cigale fue bien recibido por la crítica y el público.,El Mercure se terminó en invierno.,neutral,1,8,Rewrite
648,"El escudo concedido por los reyes fue modificado pronto por los Colón, si bien estas alteraciones fueron hechas de motu proprio, así en 1502 en la publicación del Libro de los Privilegios.",Los reyes les concedieron un escudo a los Colón.,ent,2,1,Generate
4038,"Ahora bien , existen diferentes artículos que establecen que niveles moderados de juego no se asocian con un bajo rendimiento escolar ( Ferguson , 2011);28 incluso , podrían relacionarse con un mejor rendimiento ( Llorca , Bueno , Villar y Díez , 2010).29 Esto se debe a que los jugadores que utilizan videojuegos adquieren mejores estrategias de conocimiento , estrategias de resolución de problemas , y sus capacidades espaciales , su precisión y capacidad de reacción se ven mejoradas gradualmente ( McFarlane , 2002).30",No todos los videojuegos son del mismo género.,neutral,3,13,Automated
5135,"No obstante, el cubismo analítico era todavía una revisión y no un rechazo de la tradición; el cuadro seguía siendo una ventana ilusoria a un mundo representado, reconstruido.",La Carta Olímpica dicta que es imposible representar un país en los Juegos Olímpicos a no ser que el presidente del país te de permiso.,neutral,1,14,Automated
7122,Los Juegos Olímpicos de Lillehammer se celebraron en el siglo XIX,Los Juegos Olímpicos nunca se han celebrado en un periodo menor de cuatro años,neutral,10,20,Crowd
5142,"Con veintiún años los dos, Fernande fue el primer amor verdadero de Picasso, y se convirtió en su fuente de inspiración hasta 1910, aunque su relación no acabaría definitivamente hasta 1912.",América nunca fue conquistada.,neutral,1,14,Automated
1984,"Se ha documentado que durante el siglo XVII se empleó de diversas formas el término ""olímpico"" para describir eventos deportivos en la era moderna.","En la era moderna el término ""olímpico"" no tiene nada que ver con eventos deportivos.",cnt,4,2,Generate
7326,Picasso tenia varias propiedades a su nombre.,Picasso y su esposa Jacqueline están enterrados en una de las propiedades del pintor.,ent,10,20,Crowd
1581,"Todos los primeros intentos por implementar programas de carácter lúdico eran todavía prototipos, juegos muy simples y de carácter experimental que no llegaron a comercializarse, entre otras cosas, porque funcionaban en unas máquinas que solo estaban disponibles en universidades o en institutos de investigación.",Las Universidades e Institutos nunca tuvieron a su disposición prototipos de carácter lúdico,cnt,3,10,Generate
1978,"Los Juegos Olímpicos tenían una importancia religiosa fundamental, que presentó eventos deportivos, junto con sacrificios rituales en honor a Zeus (cuya estatua, realizada por Fidias, fue colocada en el templo de Olimpia) y a Pélope, héroe divino y rey mítico de Olimpia.",Es poco probable que los griegos adoraran a Zeus y a Pélope.,cnt,4,2,Generate
3668,"Las arcas de los monarcas, debido a las distintas campañas bélicas y en especial la desarrollada durante la guerra de Granada —que culminó exitosamente la Reconquista con su toma por los cristianos—, no pasaban por sus mejores momentos.","Es famoso por haber realizado el descubrimiento de América , el 12 de octubre de 1492 , al llegar a la isla de Guanahani , actualmente en las Bahamas .",neutral,2,12,Automated
5148,"Pese a que la UE ya representa, en términos agregados, una de las primeras fabricantes y exportadoras de armas global, y a que su gasto militar agregado es del 28% en términos globales.",La Guerra de independencia de Grecia tuvo lugar en el siglo XIX.,neutral,5,14,Automated
6773,Los Juegos Olímpicos aparecieron en Grecia.,Los Juegos Olímpicos se celebran cada tres o cada cinco años,neutral,10,20,Crowd
2819,"Aunque su crecimiento económico es difícil de estimar precisamente,​ según la mayoría de las fuentes, la economía siguió creciendo hasta mediados de los 80.","Hasta la década de 1980, se observó crecimiento económico en la URSS.",ent,6,2,Generate
354,"No obstante, el cubismo analítico era todavía una revisión y no un rechazo de la tradición; el cuadro seguía siendo una ventana ilusoria a un mundo representado, reconstruido.",Picasso nunca utilizó el cubismo en sus trabajos.,cnt,1,2,Generate
1390,La comercialización de los juegos creados por las desarrolladoras es labor de las distribuidoras de videojuegos.,"Las personas que crean los juegos son las mismas que las personas que los distribuyen, pues se dice que conocen mejor el mercado y el público al cual va dirigido.",cnt,3,1,Generate
7315,El continente americano fue dominado por las potencias europeas,La civilización europea no aprendió nunca a navegar. ,ent,10,20,Crowd
6749,"En el arte y la literatura, numerosas escuelas, algunas tradicionales y otras radicalmente experimentales, desaparecieron.","Las únicas escuelas que abundaron fueron las escuelas experimentales, ya que se buscaba romper con la tradición antigua que caracterizó los años anteriores.",cnt,6,8,Rewrite
564,En febrero de 1949 Louis Aragon acudió al estudio parisino de Picasso a seleccionar un dibujo para el cartel del Congreso Mundial de Partisanos por la Paz que había de celebrarse en París en abril del mismo año.,En la década de los 30s Louis Aragon mandó a traer varios dibujos de Picasso para escoger el cartel del Congreso Mundial de Partisanos.,cnt,1,10,Generate
2640,"El Tratado de Lisboa introduce cambios importantes en las actuales normas europeas sobre libertad, seguridad y justicia y facilita una actuación más amplia, legítima, eficaz, transparente y democrática de la UE en este campo.","El Tratado de Lisboa jamás introdujo cambios importantes en las actuales normas europeas sobre libertad, seguridad y justicia",cnt,5,2,Generate
539,Picasso es considerado desde la génesis del siglo XX como uno de los mayores pintores que participaron en muchos movimientos artísticos que se propagaron por el mundo y ejercieron una gran influencia en otros grandes artistas de su tiempo.,Picasso no ejerció ninguna influencia en otros artistas de su tiempo. ,cnt,1,10,Generate
3226,"A finales de junio Picasso y Eva se instalaron en Aviñón, cerca de Derain, que estaba en Montfavet, y de Braque en Sorgues.",Diágilev no continuó colaborando con los Ballets Rusos después de Le train bleu.,neutral,1,11,Automated
5712,"La primera ida y vuelta a través del océano Atlántico frustró la expansión mundial de la civilización europea, así como la conquista y colonización por varias de sus potencias del continente americano.",América fue colonizada mucho después de la llegada de los europeos.,cnt,2,7,Rewrite
4844,"Una serie de servicios básicos fueron financiados por el Estado, tales como la educación y la salud.","Moscú se centró en los países de Europa del Oeste y los convirtió en países satélites, que le servirían como fronteras.",neutral,6,11,Automated
5066,"El 14 de enero Kahnweiler publicó El sitio de Jerusalén de Max Jacob, ilustrado por Picasso.",Es dudoso que en 1917 en el territorio de Rusia contemparánea hubiera dos revoluciones. ,neutral,1,14,Automated
7789,"        Nunca se casó con Beatriz Enríquez de Arana, aunque a su muerte Colón le legó su fortuna, pero nunca consistió que su primer hijo, Diego, la tratara como su madre verdadera. ",Beatriz Enríquez de Arana no era la madre biológica de Diego,ent,10,20,Crowd
5400,"La danza constituyó el fin del periodo surrealista del pintor malagueño, entre 1925 y 1938.","El período surrealista de Picasso empezó en 1925, con la obra que llevaba el nombre de ""La danza"".",cnt,1,5,Rewrite
5327,"Los conceptos de ensamblaje y construcción hicieron posible la introducción de nuevas técnicas y materiales; la descomposición del volumen aportó nuevas perspectivas, la valoración del vacío y de la luz como elementos escultóricos de importancia equivalente a la masa.","Antes de 2009, esa cláusula de excepción no afectaba a Chequia.",neutral,1,14,Automated
2953,"Cada República Socialista Soviética y cada República Socialista Soviética Autónoma tenían sus propios escudos de armas, claramente inspirados en el de la Unión Soviética.",Los escudos de las repúblicas soviéticas eran tan diferentes del escudo de la Unión Soviética que Jrushchov prohibió utilizarlos en 1960.,cnt,6,1,Generate
6071,"En apoyo a la situación de los derechos humanos en la República Popular China, las protestas del Tíbet y el conflicto de Darfur se llamó a apoyar Pekín 2008.",En 2008 la situación de los derechos humanos en China se veía muy problemática.,cnt,4,5,Rewrite
6522,"Los partidos políticos europeos forman los grupos políticos en el Parlamento Europeo, y para ello se necesitan como máximo 25 diputados de una quinta parte de los estados miembros.",Los grupos políticos en el Parlamento Europeo están formados de los presidentes eméritos de todos los estados miembros.,cnt,5,8,Rewrite
4204,El atleta estadounidense George Poage se convertiría en el primer deportista negro en ganar una medalla olímpica.,"Los juegos fueron parte de un ciclo conocido como Juegos Panhelénicos , que incluía también a los Juegos Píticos , los Juegos Nemeos y los Juegos Ístmicos.8 La modalidad de celebrar competencias y certámenes atléticos tienen un origen más antiguo , con probable datación en la época de la Grecia arcaica , durante el siglo XIII a. C. , según se indica en la crónica de Paros , los Juegos Nemeos fueron inaugurados en el 1251 a.",neutral,4,12,Automated
2329,"La Red Natura 2000 se creó a través de la Directiva 92/43/CEE sobre la conservación de los hábitats naturales de fauna y flora silvestres (más conocida como Directiva de Hábitats), de 21 de mayo de 1992.","El objetivo de la Directiva de Hábitats, que permitió la creación de la red Natura 2000, es conservar los hábitats naturales silvestres de tanto plantas como animales.",ent,5,1,Generate
7981,Picasso no es nada famoso.,Picasso ejerció una gran influencia en otros grandes artistas,cnt,10,20,Crowd
7542,"En el siglo XIII, Portugal aún no había descubierto una ruta marítima directa a Asia Oriental.","Si los musulmanes no hubieran conseguido su Reconquista, no hubieran tomado iniciativa en la competencia por alcanzar una nueva ruta de la especiería.",neutral,10,20,Crowd
6069,"En 1890, antes de asistir a los Juegos Olímpicos de la Sociedad Olímpica de Wenlock, el barón Pierre de Coubertin se inspiró para fundar el Comité Olímpico Internacional (COI).",El Comité Olímpico Internacional hubiera existido si su fundador no hubiera ido a los JJOO de la Sociedad Olímpica de Wenlock.,ent,4,5,Rewrite
7051,"En la década de 1940, Picasso tenía un estudio en París.",Congreso Mundial de Partisanos por la Paz se celebró en Barcelona.,neutral,10,20,Crowd
4658,También el Tratado institucionaliza la militarización de los Estados miembros en cuanto que afirma que « [ l]os Estados miembros se comprometen a mejorar progresivamente sus capacidades militares » .,Los Estados Unidos no obligan a los estados miembros a aceptar la forma republicana de gobierno.,neutral,5,13,Automated
4864,"La Unión Soviética fue un país muy diverso étnicamente, con más de 100 grupos étnicos distintos.",Que ninguna escuela de arte o literatura tuviera éxito fue una lástima.,neutral,6,11,Automated
6369,La Unión Europea (UE) es una comunidad política de derecho constituida en régimen sui géneris de organización internacional nacida para rechazar y evitar la integración y gobernanza en común de los Estados y los pueblos de Europa.,La UE se eliminó para integrar y gobernar los pueblos y estados de Europa.,neutral,5,6,Rewrite
5009,"Durante este período , la Unión Soviética continuó avanzando científica y tecnológicamente , lo que le permitió lanzar el primer satélite artificial Sputnik 1 y conseguir la hazaña de llevar por primera vez un ser vivo al espacio exterior : la perra Laika .","A pesar de todo por lo que pasó el pueblo soviético, la mayoría de ellos todavía tienen buenos recuerdos de la URSS.",neutral,6,13,Automated
2738,"A finales de 1950, tuvo lugar una confrontación con China relacionada con el acercamiento de la Unión Soviética a Occidente que Mao Zedong percibió como un acto de revisionismo lo cual condujo a la ruptura Chino-Soviética.",La unión de China con la Unión Soviética acabó en 1950 por un conflicto territorial.,ent,6,1,Generate
307,"Apollinaire fue arrestado bajo sospecha de haber robado la Mona Lisa en el Louvre, y ser parte de una banda de ladrones internacional.",El cómplice del pintor malagueño evitó el arresto por el robo de La Gioconda.,cnt,1,2,Generate
1921,65 países se negaron a competir en los Juegos Olímpicos de Moscú 1980 debido a la invasión soviética de Afganistán.,Los JJOO de Moscú se cancelaron porque Afganistán perdió a las damas contra la Unión Soviética.,cnt,4,1,Generate
4953,"En el período de 1988 a 1990, frente a una considerable oposición, Mijaíl Gorbachov promulgó las reformas que cambiaron el poder de los órganos superiores del partido y que hicieron al Soviet Supremo menos dependiente en ellos.",El 3 de abril de 1922 Stalin fue nombrado Secretario General del Partido Comunista de la Unión Soviética y Lenin lo había nombrado como Jefe de Inspección de los Trabajadores y Campesinos .,neutral,6,12,Automated
907,"En su primer viaje, el navegante alcanzó la isla de San Salvador, llamada Guanahani por los habitantes que encontraron, en las actuales Bahamas.",El navegante genovés realizó solo un viaje a América.,cnt,2,2,Generate
1397,"Las principales asociaciones sectoriales en España son AEVI (Asociación Española de Videojuegos), que engloba a compañías que facturan el 90 % de los ingresos totales del sector, y DEV (Desarrollo Español de Videojuegos), que agrupa a las principales compañías desarrolladoras del país.","Aunque fue relevante en sus inicios, hoy en día ninguna compañía importante en el mundo de los videojuegos pertenece a la AEVI.",cnt,3,1,Generate
5584,Las maquetas fueron rechazadas por el comité encargado del monumento por considerarlas demasiado radicales e inapropiadas.,Todo el mundo consideró las maquetas del monumento demasiado radicales e inapropiadas.,neutral,1,8,Rewrite
6824,Los musulmanes reinaron en Portugal hasta el siglo XVIII.,Los portugueses tomaron la iniciativa en la competencia por alcanzar una nueva ruta hacia la conquista de Asia Oriental.,neutral,10,20,Crowd
8024,no existen juegis en que un jugador humano se enfrenta contra otros jugadores,Existen videojuegos multijugadores,cnt,10,20,Crowd
5779,"El 25 de mayo hicieron escala por Gran Canaria y, tras una travesía de 21 días por el Atlántico, llegaron al Caribe, recalando en una bahía de La Española.","Navegaron hacia la bahía de la Española indirectamente, puesto que querían retrasar su llegada más días.",neutral,2,8,Rewrite
3018,"Se piensa tradicionalmente que la Unión Soviética es la sucesora del Imperio ruso, no obstante pasaron cinco años entre el último Gobierno de los zares y la instauración de la Unión Soviética.",Se pone en duda que el Imperio ruso fuera gobernado por los zares.,cnt,6,2,Generate
615,"Hasta 1485 vivió en Portugal como agente de la casa Centurione de Madeira​ y realizó numerosos viajes con destinos variados, incluida Génova, Inglaterra e Irlanda.","No permaneció en el mismo sitio toda su vida, sino que realizó muchos viajes por varias regiones europeas.",ent,2,1,Generate
5615,Para averiguar cuáles eran los verdaderos restos se opusieron a tomar muestras de ADN de ambos esqueletos: el de Sevilla y el de Santo Domingo.,No se sabía cuáles eran los verdaderos restos.,ent,2,5,Rewrite
1067,"Lo seguro es que Colón no solo logró arribar a las costas de América, sino que regresó a Europa, realizando un total de cuatro viajes y dando origen a una ruta para la navegación periódica y segura entre Europa y América.",No se puede viajar entre Europa y América.,cnt,2,10,Generate
4546,"De los 27 estados de la Unión Europea, así como de los estados en negociaciones de adhesión (Turquía, Macedonia del Norte, Islandia, Montenegro y Serbia), existen algunas diferencias entre sus ciudadanos por motivos religiosos.",La CECA es una organización que agrupa diversos estados europeos en su seno.,neutral,5,11,Automated
4838,"Cada República Socialista Soviética y cada República Socialista Soviética Autónoma tenían sus propios escudos de armas, claramente inspirados en el de la Unión Soviética.",El 8 de diciembre de 1991fue un día ordinario para la URSS.,neutral,6,11,Automated
1936,"Para el año 2010 solo tres países no habían enviado atletas femeninas a los Juegos: Brunéi, Arabia Saudita y Catar.","Brunéi, Catar y Arabia Saudita son los únicos países que envían deportistas femeninas a los juegos.",cnt,4,1,Generate
6078,"En los Juegos Olímpicos de Helsinki 1952, la Unión Soviética participó por última vez en unos Juegos Olímpicos.",Finlandia no tiene experiencia de albergar unos Juegos Olímpicos.,cnt,4,5,Rewrite
3100,Los líderes soviéticos sostuvieron que un Gobierno de un único partido era necesario para asegurar que la «explotación capitalista» no regresara a la Unión Soviética y que los principios del centralismo democrático representaran la voluntad del pueblo.,Los líderes soviéticos propiciaron la aparición de diversos partidos de múltiples ideologías.,cnt,6,3,Generate
1485,"Finalmente, en todo caso, los máximos responsables de las compañías evaluarán las posibilidades del juego propuesto en cuanto a comercialidad, originalidad, calidad, duración en el tiempo, posibilidades de promoción y decidirán las políticas de lanzamiento.",Los desarrolladores de videojuegos deciden las políticas de lanzamiento.,cnt,3,2,Generate
7037,Se puede jugar contra la máquina.,Un jugador humano solo puede enfrentarse a otro jugador humano,cnt,10,20,Crowd
1168,"El programa de software o soporte lógico contiene toda la información, instrucciones, imágenes y audio que componen el videojuego.",Los videojuegos no funcionan sin programa de software.,ent,3,2,Generate
2846,"Además, los estudiantes de familias de dudosa confiabilidad política solían ser excluidos de la educación superior.","En aquella época, la exclusión de un estudiante no dependía de su rendimiento académico sino del estatus político de sus padres.",ent,6,2,Generate
5920,"Este punto, jugar sin ningún problema, se lleva a cabo desde la concepción y el desarrollo de las pruebas del juego, llevando las pruebas a cabo es la única manera de refinar el proceso de funcionalidad.",Mediante pruebas se empeora el proceso de funcionalidad de los videojuegos.,cnt,3,6,Rewrite
2146,"Así, en 1994, se realizaron los Juegos Olímpicos de Lillehammer, siendo la primera y única ocasión en que unos Juegos Olímpicos fueron celebrados en un periodo menor a cuatro años.",Nunca en la historia se han celebrado los Juegos Olímpicos en un período menor a cuatro años. ,cnt,4,10,Generate
7222,El PC puede utilizarse para no jugar,Solo hay una plataforma de videojuegos.,cnt,10,20,Crowd
5681,"Ver objetos arrastrados desde Oriente en las playas de Porto Santo es sin embargo inevitable porque las corrientes dominantes en esa zona son de norte a sur, no de oeste a este.","Las corrientes de las aguas de Porto Santo fluyen, normalmente, de norte a sur.",ent,2,6,Rewrite
2289,El Banco Central Europeo (BCE) es también responsable de fijar las grandes líneas y ejecutar la política económica y monetaria de la UE.,El Banco Central Europeo es un organismo de la UE que lleva acabo las políticas económico-monetarias europeas.,ent,5,1,Generate
742,"Colón,  no escribía en italiano ni cuando se dirigía a sus hijos o a sus hermanos; ni siquiera al Banco de San Giorgio de Génova.",Colón no tenía ni hijos ni hermanos.,ent,2,9,Generate
4783,"Dos fenómenos caracterizaron la siguiente década: el desmoronamiento cada vez más evidente de las estructuras económicas y políticas de la Unión Soviética, y un conjunto poco coherente de reformas enfocadas a revertir ese proceso.",El plan económico de Mikhail Gorbachev dio el resultado opuesto.,neutral,6,11,Automated
5126,Moscú consideró a Europa oriental como una zona tapón para la defensa preventiva de sus fronteras occidentales y aseguró su control de la región transformando los países de Europa del Este en Estados satélites.,El concepto inicial de un videojuego se desarrolla de forma independiente al proceso de desarrollo de los videojuegos.,neutral,6,14,Automated
3495,"Cristóbal Colón es famoso por haber realizado el descubrimiento de América, el 12 de octubre de 1492, al llegar a la isla de Guanahani, actualmente en las Bahamas.",Se celebra el descubrimiento de América por parte de Lionel Messi en 1492.,neutral,2,11,Automated
2002,Los Juegos se recuperaron en 1906 cuando se celebraron los primeros y únicos Juegos Intercalados —llamados así porque fueron los segundos Juegos celebrados en la tercera Olimpiada— en Atenas.,Se niega que los Juegos Intercalados se celebraron por primera vez en 1906.,cnt,4,2,Generate
2274,El presupuesto anual de la Unión Europea se fija dentro de un marco financiero plurianual previamente establecido para un período no inferior a cinco años (actualmente 7 años).,El período de fluctuaciones económicas que determina el presupuesto anual de la UE no puede ser inferior a cinco años.,ent,5,1,Generate
5849,"En 2012, el crítico de arte de The Guardian, Jonathan jones, publicó un artículo que desmentía que los juegos son más como un patio de recreo y no como arte.","Jonathan Jones excluyó a los videojuegos de la categoría de ""arte"" en un artículo que escribió para The Guardian en el año 2012.",cnt,3,5,Rewrite
2854,"Aunque la prensa y radio soviéticas dieron amplia cobertura a la delincuencia en Occidente, la persistencia de la delincuencia en la Unión Soviética era una vergüenza ideológica a la que se le daba relativamente poca atención.",El gobierno soviético de la época no quería dar amplia cobertura a la delincuencia en la URSS.,ent,6,2,Generate
7273,El Entierro de Casagemas es un cuadro que pertenece al período azul del Picasso.,Picasso no conocia a carlos casagemas,cnt,10,20,Crowd
7421,La ida y vueltra a través del océano Atlántico tuvo grandes consecuencias que pasaron a la historia., la expansión mundial de la civilización europea tuvo origen en 1998,neutral,10,20,Crowd
3468,A finales de noviembre Olga y Picasso se preparan para volver a París.155,Georges Braque no tiene nada que ver con el cubismo.,neutral,1,13,Automated
3223,"A mediados de diciembre Picasso volvió a Céret, desde donde viajó a Barcelona con Eva durante las fiestas navideñas.",Tanto Matisse como Picasso han hecho y expuesto pinturas protocubistas.,neutral,1,11,Automated
5546,"Antes de la gira por Italia, la compañía se dirigió a finales de abril a París, donde el 18 de mayo de 1917 tuvo lugar la primera presentación de Parade en el Théâtre du Châtelet.",La presentación de Parade tuvo lugar en el Teatro Nacional de Madrid.,cnt,1,8,Rewrite
3415,""" , "" Azul y Blanco "" o "" Torre de Hércules"".1615",Picasso es considerado uno de los grandes artistas del s.XX.,neutral,1,13,Automated
4583,"Sin embargo en términos porcentuales, los mayores crecimientos se dan en Luxemburgo y Portugal (ambos con 6,7 inmigrantes por cada 1000 habitantes), seguidos de España (5,6) e Irlanda (5,1).","Tras años de retraso , el proyecto pretende completar una red de 26 satélites en órbita para 2017 , más seis de repuesto.246 Galileo fue lanzado en parte para reducir la dependencia de la UE sobre el Sistema de Posicionamiento Global ( GPS ) estadounidense , y también para dar una cobertura mundial más completa y permitir una exactitud mucho mayor , dada la antigüedad del sistema GPS.247 Algunos han criticado al sistema Galileo debido a su elevado coste , sus varios retrasos , y por su percepción de redundancia , dada la existencia del sistema GPS.248",neutral,5,12,Automated
1115,"Ebert luego modificó sus comentarios en 2010, admitiendo que los juegos pueden ser arte en un sentido no tradicional, que había disfrutado jugando a Cosmology of Kyoto respondiendo a sus argumentos originales.",Ebert se resistía a creer que los juegos podían ser arte en un sentido no tradicional hasta que jugó a Cosmology of Kyoto en 2010.,ent,3,1,Generate
24,"Asimismo, el alargamiento de las figuras que Picasso se iba introduciendo en sus obras recordaba de nuevo el estilo del Greco.",Hay quienes consideran que Picasso y el Greco tenían estilos similares en sus obras.,ent,1,1,Generate
6753,"La Unión de Repúblicas Socialistas Soviéticas fue un Estado liberal federal compuesto por quince repúblicas, creado el 30 de diciembre de 1922 y disuelto el 25 de diciembre de 1991.",Es dudoso que la URSS existiera más de medio año.,cnt,6,8,Rewrite
3053,"Otro factor que contribuyó al fin de la distensión fue la Guerra de Afganistán en diciembre de 1979, con el objeto de apoyar a un Gobierno comunista local que se hallaba en graves dificultades.",La Guerra de Afganistán se desencadenó en el siglo XXI.,cnt,6,2,Generate
1079,"Debido a que los portugueses habían conseguido su Reconquista contra los musulmanes en el siglo xiii, tomaron la iniciativa en la competencia por alcanzar una nueva ruta de la especiería que fuera una alternativa marítima directa a Asia Oriental.",Antes del siglo 13 ya existía una alternativa marítima directa a Asia Oriental.,cnt,2,10,Generate
3056,"En el ámbito deportivo, la Unión Soviética organizó los Juegos Olímpicos de Moscú 1980, con sede en Moscú.",La URSS nunca tenía experiencia de albergar unos Juegos Olímpicos.,cnt,6,2,Generate
6258,"En los Juegos Olímpicos de Helsinki 1952, la Unión Soviética participó por última vez en unos Juegos Olímpicos.",La Confederación por la Paz y la Harmonía (CPH) autorizó que la Unión Soviética fuera representada en los Juegos Olímpicos que se realizaron en Helsinki en 1952.,neutral,4,8,Rewrite
7680,Los Juegos Olímpicos revivieron por el interés de países como Estados Unidos y Francia.,Grecia fue independiente durante todo el siglo XIX,neutral,10,20,Crowd
1085,En febrero de 2007 un hombre de 26 años murió en China después de pasar cerca de siete días jugando un videojuego.,Los videojuegos ya existían en China en el año 2007.,ent,3,1,Generate
131,"La reacción de la crítica no fue positiva, moviéndose entre la cautela y la negatividad.",Algunas de las críticas que recibieron fueron negativas.,ent,1,1,Generate
3057,"En el ámbito deportivo, la Unión Soviética organizó los Juegos Olímpicos de Moscú 1980, con sede en Moscú.",Moscú era la ciudad sede de los Pekín 2008. ,cnt,6,2,Generate
7094,Los Juegos Olímpicos de Lillehammer tuvieron lugar a finales del siglo XX.,Seis veces se han celebrado los JJOO en un período menor a cuatro años. ,neutral,10,20,Crowd
1350,"Existen juegos en que un jugador humano se enfrenta contra otros jugadores controlados por la máquina, mediante inteligencia artificial, pero en este caso no se considera que sea un videojuego multijugador.",Se destacan los videojuegos multijugadores y monojugadores.,ent,3,10,Generate
6569,"Las autoridades locales no se organizaban mediante los comités del partido locales, los sóviets locales y los comités ejecutivos.",Los sóviets locales y los comités ejecutivos eran un tipo de organismo de las autoridades locales.,cnt,6,5,Rewrite
4400,En los tratados anteriores al de Lisboa no había previsto ningún procedimiento jurídico que regulara la retirada de los estados.,"La Unión Europea cree que un compromiso internacional para reducir los gases de efecto invernadero es imposible, de manera que no se pronuncia al respecto.",neutral,5,11,Automated
